Company Name,Address,Status
 Mahakaleshwar Infraventures Private Limited ,"Raipur, Chattisgarh, India",ACTIVE
 Booster Tradelinks Private Limited ,"Bhopal, Madhya Pradesh, India",ACTIVE
 Gimfacts Farmer Producer Company Limited ,"Kottayam, Kerala, India",ACTIVE
 Excelios Tissue Products Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Screwsoft Software Solutions Private Limited ,"Bidar, Karnataka, India",ACTIVE
 Future Structure's Construction Private Limited ,"Srinagar, Jammu & Kashmir, India",ACTIVE
 Alektrify Charging Stations And Solutions Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Ducorr Flexipack Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Dhimahi Dynamics Tech Private Limited ,"Ahmed Nagar, Maharashtra, India",ACTIVE
 Cybersynth Consultancy Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Mechatronics Tools Limited ,"Jamnagar, Gujarat, India",ACTIVE
 Anaita Jewellery Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Tekyz Tech Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Thinksitianz (Opc) Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Mnesarkus Tech Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Shrim Infra Developers Private Limited ,"Varanasi, Uttar Pradesh, India",ACTIVE
 Mahendra Dahyabhai Charitable Foundation ,"Ahmedabad, Gujarat, India",ACTIVE
 Sunehare Phool Organic And Natural Farm (Opc) Private Limited ,"Central Delhi, Delhi, India",ACTIVE
 Cognidolph Private Limited ,"Nashik, Maharashtra, India",ACTIVE
 Abd Forex Private Limited ,"Jodhpur, Rajasthan, India",ACTIVE
 Hindustan Ecolife Projects Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Skampilo Private Limited ,"Palakkad, Kerala, India",ACTIVE
 Synergizing Future Outcomes And Revolutions Private Limited ,"Krishna, Andhra Pradesh, India",ACTIVE
 Nath Badrikedar Advisors Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Traversemee Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Futureaiit Consulting Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Hibobi Baby Planet Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 B2 Tech Services Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Singularis Future Serv India Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Maa Katyayani Mahila Farmer Producer Company Limited ,Unreported,ACTIVE
 Arkshi Wellness India Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Singh Mansion Infra And Property Private Limited ,"Patna, Bihar, India",ACTIVE
 Stellarcosmo Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Jai Fanikeshwarnath Agro Mahila Farmer Producer Company Limited ,"Raipur, Chattisgarh, India",ACTIVE
 Vignan Prime Realtors Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Iconic Horizon Services Private Limited ,"Khorda, Odisha, India",ACTIVE
 Baas International Trading And Contracting Private Limited ,"Kozhikode, Kerala, India",ACTIVE
 Nvsg Impex Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Highlander Properties And Developers Private Limited ,"Kozhikode, Kerala, India",ACTIVE
 Blue Zone Ventures Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Greentech Business (India) Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Athera Business Enablers Private Limited ,"Tiruvallur, Tamil Nadu, India",ACTIVE
 Arthz Enterprises Investment Services Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Ranjitsinh Prakrutic Indhan Private Limited ,"Surat, Gujarat, India",ACTIVE
 Aayodhya Cloud Technologies Private Limited ,"Faizabad, Uttar Pradesh, India",ACTIVE
 Mahalingaraya Nidhi Limited ,"Yadgir, Karnataka, India",ACTIVE
 Precisionpro Engineering Services Private Limited ,"Bidar, Karnataka, India",ACTIVE
 Cglcidev India (Opc) Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Spg Agro Tech Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Enlivon Technologies Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Optionmate Research And Consulting Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Softquanto Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Mplus Softtech And Digital Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Fabzullu Private Limited ,"Pulwama, Jammu & Kashmir, India",ACTIVE
 Silver Throne Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Kel India Filters Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Amore Food Technologies Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Spurthika Geomatics India Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Ergode India Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Market Magic Media Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Wiseway Strategies Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Level Beverages Private Limited ,"Gautam Buddha Nagar, Uttar Pradesh, India",ACTIVE
 Mecwear Alloys Private Limited ,"Vadodara, Gujarat, India",ACTIVE
 Sai Maa Steel And Rolling Mill Private Limited ,"Raipur, Chattisgarh, India",ACTIVE
 Innobiz Global Consulting Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Synchrotech Friction Solutions Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Enorvision Aiml Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Blueprintify Properties Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Great Medallion Securities Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Indumiraj Venture Estate Private Limited ,"Kanyakumari, Tamil Nadu, India",ACTIVE
 Workatmo Technologies Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Serenyana Realtors Private Limited ,"Udham Singh Nagar, Uttarakhand, India",ACTIVE
 Nishchay Multiverse Innovations Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Kastkar Beej India Producer Company Limited ,"Chhatarpur, Madhya Pradesh, India",ACTIVE
 Agrisattva Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Savidvu Foundation ,"East Champaran, Bihar, India",ACTIVE
 Jubi Foods India Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Nitji Impulse Education Private Limited ,"Howrah, West Bengal, India",ACTIVE
 Lkt Digitech Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Curlyhead Su Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Mahadev Telematics Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Prerakta Asomi Mahila Farmers Producer Company Limited ,"Hailakandi, Assam, India",ACTIVE
 Abha Devi Farmer Producer Company Limited ,"Gorakhpur, Uttar Pradesh, India",ACTIVE
 Skv Holiday Retreat Private Limited ,"Sonipat, Haryana, India",ACTIVE
 Akims Technologies Private Limited ,"Sivaganga, Tamil Nadu, India",ACTIVE
 Swiftmed International Private Limited ,"Surat, Gujarat, India",ACTIVE
 Kingman-Texport Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Waydart Global Sourcing Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Kota&Rao Associates Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Jayant Bijoliya Green Energy Private Limited ,"Shivpuri, Madhya Pradesh, India",ACTIVE
 Shivgauri Conpro Private Limited ,"Kachchh, Gujarat, India",ACTIVE
 Codify Software Solutions Private Limited ,"Nashik, Maharashtra, India",ACTIVE
 Value Founders Management Consulting Private Limited ,"Central Delhi, Delhi, India",ACTIVE
 Vedratnam Herbals Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Real Tech-Trans Services Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Whitesteatite Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Isr Forex Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Jvm Exports Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Prms Iron & Steel Private Limited ,"Seraikela-Kharsawan, Jharkhand, India",ACTIVE
 Arrow Beatz Records Private Limited ,"Chandigarh, Chandigarh, India",ACTIVE
 Buildpal Infratech Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Ryne Bio Life Sciences Private Limited ,"Thrissur, Kerala, India",ACTIVE
 Topline Coals & Mines Private Limited ,"Darjiling, West Bengal, India",ACTIVE
 Fr Decorental Services Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Websilpakaara It Solutions (Opc) Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Akshdaksh Events India Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Gaurpriya Textiles India Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Iaakanksha Infra Land Developer & Builders Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Aesthetik Renewables Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Hdl Foods India Private Limited ,"Rajkot, Gujarat, India",ACTIVE
 Harishri Krishna Kalyan Nidhi Limited ,"Moradabad, Uttar Pradesh, India",ACTIVE
 Kodrec Technologies Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Brown Culture Marketing (Opc) Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Ansh Feast & Stays Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Sq Fit Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Deoria Enterprises Private Limited ,"Alwar, Rajasthan, India",ACTIVE
 Biomedourse Private Limited ,"Tirunelveli, Tamil Nadu, India",ACTIVE
 Vaishnavi Hotels & Resorts Private Limited ,"Buxar, Bihar, India",ACTIVE
 Technoskill Electronics Services Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Patel Container India Private Limited ,"Bhavnagar, Gujarat, India",ACTIVE
 H.U Traders Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Anandhamm (Food-India) Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Maxlink Impex Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Lambogreen Agro Private Limited ,"Kanyakumari, Tamil Nadu, India",ACTIVE
 Bhagaribaba Farmers Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Zoopeddigi Tech Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Ovella Studios Private Limited ,"Khorda, Odisha, India",ACTIVE
 Galchaur Jaivik Producer Company Limited ,"Bhojpur, Bihar, India",ACTIVE
 Aypexeditech Private Limited ,"Nashik, Maharashtra, India",ACTIVE
 Yos Yoga Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Vista Ventures Exploration Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Zubu Infotech Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Pharmabuoy Services (Opc) Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Heya Developers Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Dhansampann Financial Services Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Pengwinn Technologies Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Echopays Network India Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Castle Rocks Marble Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Auden Glare Energy Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Ematic Techno Solutions Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Nova Infinity Private Limited ,"Mahesana, Gujarat, India",ACTIVE
 Dhand Forex Private Limited ,"Kaithal, Haryana, India",ACTIVE
 Aakritiv Infracon Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Cybergrove Solutions Private Limited ,"Jalpaiguri, West Bengal, India",ACTIVE
 Erudite Ai Lab Technologies Private Limited ,"Faridabad, Haryana, India",ACTIVE
 Orya Gems India Private Limited ,"Patna, Bihar, India",ACTIVE
 Ambitum Recycling Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Sportbee Trademart Private Limited ,"Dindigul, Tamil Nadu, India",ACTIVE
 Gohri Headway Pharmaceutical (Opc) Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Lyto Immigration India Private Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Pure Steeps Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Utkrishi Shetkari Samuday Farmer Producer Company Limited ,"Panch Mahals, Gujarat, India",ACTIVE
 Chalcogen Pharma Chem Private Limited ,"Krishnagiri, Tamil Nadu, India",ACTIVE
 Ability Industries Private Limited ,"Solapur, Maharashtra, India",ACTIVE
 Novasynth Labs Private Limited ,"Kanyakumari, Tamil Nadu, India",ACTIVE
 Ruri Solutions Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Trublu Identity Solutions Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Ozean Coral Private Limited ,"Madurai, Tamil Nadu, India",ACTIVE
 Cl3 Greens Private Limited ,"Kannur, Kerala, India",ACTIVE
 Shreeji Pressure Gauge Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Ensign Management Training Centre Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Jak Skyfoods Services Private Limited ,"Raisen, Madhya Pradesh, India",ACTIVE
 Eco Leaf Innovations Private Limited ,"Karur, Tamil Nadu, India",ACTIVE
 Solcam Tech Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Rinnortech Solutions Private Limited ,"Deoria, Uttar Pradesh, India",ACTIVE
 Influx Networks Private Limited ,"Ranchi, Jharkhand, India",ACTIVE
 Yts Construction Private Limited ,"Kohima, Nagaland, India",ACTIVE
 Greenadi Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Rbts Innovations Private Limited ,"Kaimur , Bihar, India",ACTIVE
 Shashirathi Chits Fund Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Green Harbour Projects Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Effectical Service Solutions Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Nirmata Neurotech Private Limited ,"Guntur, Andhra Pradesh, India",ACTIVE
 Blue Rock Impact Private Limited ,"Moradabad, Uttar Pradesh, India",ACTIVE
 Dreamplex Innovations Private Limited ,"Bijnor, Uttar Pradesh, India",ACTIVE
 Ecomelevate Private Limited ,"Bhopal, Madhya Pradesh, India",ACTIVE
 Raahat Pharmaceuticals Private Limited ,"Rupnagar, Punjab, India",ACTIVE
 Fintron It Services (Opc) Private Limited ,"Ananthapur, Andhra Pradesh, India",ACTIVE
 Acps Incubation Foundation ,"Agra, Uttar Pradesh, India",ACTIVE
 Sadguru Poonam Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Sandpanacea Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Alien Eye Digital Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Kashika Exports Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Nagarkot Realty Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Gsoftek Business Solutions Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Visantrips Expeditions Private Limited ,"Gautam Buddha Nagar, Uttar Pradesh, India",ACTIVE
 Kakasaheb Chitale Foundation ,"Pune, Maharashtra, India",ACTIVE
 Sovish Solar Power Private Limited ,"Bareilly, Uttar Pradesh, India",ACTIVE
 M B Vir Green Energy Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Gp Subudhi Infra And Agro Private Limited ,"Puri, Odisha, India",ACTIVE
 Vgc Cabs Private Limited ,"Mathura, Uttar Pradesh, India",ACTIVE
 Yogiraj Baba Khetanath Plast Moulds Private Limited ,"Alwar, Rajasthan, India",ACTIVE
 B R Dandotiya Industries Private Limited ,"Morena, Madhya Pradesh, India",ACTIVE
 Khawaja Infra Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Liquid Reach Media Solutions Private Limited ,"Kolhapur, Maharashtra, India",ACTIVE
 Checkuppoint Path Labs Private Limited ,"North Delhi, Delhi, India",ACTIVE
 Radiant Edufin Private Limited ,"Rajkot, Gujarat, India",ACTIVE
 Opticmaster Private Limited ,"Aurangabad, Maharashtra, India",ACTIVE
 Shri-Akshar Hospitalities Private Limited ,"Shimla, Himachal Pradesh, India",ACTIVE
 Vistavedic Ventures Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Vizoner Financial Services Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Sorade Advanced Engineering Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Lakshmirathi Innovation And Ventures India Private Limited ,"Kanpur Nagar, Uttar Pradesh, India",ACTIVE
 Apmjyoti Prints Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Bhargav Manpower Solution Private Limited ,"Indore, Madhya Pradesh, India",ACTIVE
 Sp Polymers India Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Solutionshead Instrumart Private Limited ,"Ajmer, Rajasthan, India",ACTIVE
 S7 Esoterika Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Gcc Logisticz Private Limited ,"Tirunelveli, Tamil Nadu, India",ACTIVE
 Celebrave Experiences Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Akanksha Autosales Private Limited ,"Moradabad, Uttar Pradesh, India",ACTIVE
 Three-S Expressmytrip Private Limited ,"Sehore, Madhya Pradesh, India",ACTIVE
 Komoray Private Limited ,"Indore, Madhya Pradesh, India",ACTIVE
 Karmyogini Ahilyadevi Farmer Producer Company Limited ,"Parbhani, Maharashtra, India",ACTIVE
 Tph Services Private Limited ,"Pune, Maharashtra, India",ACTIVE
 B Masters Naturals Private Limited ,"Kasargod, Kerala, India",ACTIVE
 Four Square Support Services Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Bachchi Devi Social Welfare Foundation ,"Patna, Bihar, India",ACTIVE
 Ekayva Jewels Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Thrivfull Technologies Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Orthoaxis Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Krushna Ruchi Foods Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Nofen Healthcare Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 N Marvel Hi-Tech Developers Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Mounarch Tech Solutions And Systems Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Savani Fintech India Private Limited ,"Beed, Maharashtra, India",ACTIVE
 Rasson Tour And Travel Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Ramayanti Bharat Impex Private Limited ,"Beed, Maharashtra, India",ACTIVE
 Ripul Sweets Mfg Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Conjuva Technologies Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 V.P Manpower Private Limited ,"Bijnor, Uttar Pradesh, India",ACTIVE
 Satb India Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Janav Food & Agro Product Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Shree Syaam Harvester Training & Services Private Limited ,"Hisar, Haryana, India",ACTIVE
 Kalidas Agro Hi Tech Rice Industries Private Limited ,"Madurai, Tamil Nadu, India",ACTIVE
 Pakas Bharath Private Limited ,"West Tripura, Tripura, India",ACTIVE
 Enypnion Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Mga Promotional India Private Limited ,"Dehradun, Uttarakhand, India",ACTIVE
 Neurop Pharma Products Private Limited ,"Guntur, Andhra Pradesh, India",ACTIVE
 Global Shipping Ifsc India Private Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Innomach Engineering Private Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Shouryabharat Integrated Services Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Phoola Agritech Private Limited ,"Meerut, Uttar Pradesh, India",ACTIVE
 Tharkka Data Analytics India Private Limited ,"Medak, Telangana, India",ACTIVE
 Ram Raj Holidays Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Ram Lala Dwellers And Dealers Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Classy Oasis Services Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Arohan Infratech Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Darrja Emporium Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Hcp Technologies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Tiqtax Finserv Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Sabari Wellness And Ayurveda Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Tharaka Mahila Kissan Producer Company Limited ,"Mysore, Karnataka, India",ACTIVE
 Dr. Dassan's Ayurveda Private Limited ,"Jalandhar, Punjab, India",ACTIVE
 Abiwe Innovation Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Dhan Swarajya Multipurpose Nidhi Limited ,"Pune, Maharashtra, India",ACTIVE
 Itech Guru Solution Private Limited ,"Firozabad, Uttar Pradesh, India",ACTIVE
 Health Riba Care Private Limited ,"Bareilly, Uttar Pradesh, India",ACTIVE
 River Hill Construction Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Kun Scalexuss Innovations Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Nz Telecom India Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Elefly Technologies (Opc) Private Limited ,"Udupi, Karnataka, India",ACTIVE
 Yogi Finserve Solutions Private Limited ,"Seoni, Madhya Pradesh, India",ACTIVE
 Uba International Private Limited ,"Surat, Gujarat, India",ACTIVE
 Mawinya Foods Private Limited ,"Nellore, Andhra Pradesh, India",ACTIVE
 Confer Global Business Services Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Vibhagna Exports Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Inovxl Solutions Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Panthera Lifecare Hospital Private Limited ,"Jehanabad, Bihar, India",ACTIVE
 Alpnex Infraventure Private Limited ,"Varanasi, Uttar Pradesh, India",ACTIVE
 Eigenify Ai Tech Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Buttertoast Experiences Private Limited ,"North Goa, Goa, India",ACTIVE
 Shree Chaya Universal Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Kadakleaf Teapots (Opc) Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Hdc Sreekanth Sharma Foundation ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Empino Pharma Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Digoc Metals Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Xigabyte It Solutions Private Limited ,"Ranchi, Jharkhand, India",ACTIVE
 Vidhyarjan Education And Training Private Limited ,"Meerut, Uttar Pradesh, India",ACTIVE
 Global Grad (Opc) Private Limited ,"Krishna, Andhra Pradesh, India",ACTIVE
 Elevation Online Services Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Hawana Solar Limited ,"Jodhpur, Rajasthan, India",ACTIVE
 Teepoi Films Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Calm Hopper Private Limited ,"Idukki, Kerala, India",ACTIVE
 Fourm Multiverse Design Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Pay One Infra Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Pvnity Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Morsav India Private Limited ,"Tiruvallur, Tamil Nadu, India",ACTIVE
 Brahman Industrial And Traders Organisation Forum ,"Pune, Maharashtra, India",ACTIVE
 Srgay Health Care Private Limited ,"Gaya, Bihar, India",ACTIVE
 Intalento Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Consilior It Software India Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Nikita Overseas Private Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Shri Padmnabh Urban Nidhi Limited ,"Beed, Maharashtra, India",ACTIVE
 Northpack India Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Prof Dr Ashokrao Hiray Institute Private Limited ,"Nashik, Maharashtra, India",ACTIVE
 Kingvet Lifesciences Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Squadgrowth Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Qpulse Advisors Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Agaram Innovations Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Acute Global Industries Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Bonapars Private Limited ,"Bellary, Karnataka, India",ACTIVE
 Algom Labs Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Humara Shikshalya Foundation ,"East Delhi, Delhi, India",ACTIVE
 Welcome Business Solutions Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Evolo Mobility Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Kambadur Farmer Producer Company Limited ,"Ananthapur, Andhra Pradesh, India",ACTIVE
 Asta Logistics Services Private Limited ,"Null, Null, India",ACTIVE
 Nutrato Lifesciences Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Buydot Hypermarts Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Urbanflash Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Ahanaviyad Internet & Aviation Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Nova Knights Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Paarthiv Biotechnologies Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Uvishw Multi Foods Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Tutorkhoj Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Adiem Brilliance Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Crafted Odyssey (Opc) Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Alphabetic Research (Opc) Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Navrekh Technologies Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Noble Livspace Private Limited ,"Jodhpur, Rajasthan, India",ACTIVE
 Lau Kush Publications Private Limited ,"Kanpur Dehat, Uttar Pradesh, India",ACTIVE
 Smb Royal Agro Product Private Limited ,"West Midnapore, West Bengal, India",ACTIVE
 Rahat Forex India Private Limited ,"Central Delhi, Delhi, India",ACTIVE
 Phiscape Robotics Private Limited ,"Kollam, Kerala, India",ACTIVE
 Varshii Financial Advisors Private Limited ,"Visakhapatnam, Andhra Pradesh, India",ACTIVE
 Ranker's Brainery Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Yantralogic Creazione Private Limited ,"Thane, Maharashtra, India",ACTIVE
 M&T Techworks Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Amologic Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Unixpro Robogate Information Technology Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Meticulous Quality Systems Private Limited ,"Raipur, Chattisgarh, India",ACTIVE
 Oliveorbit Technologies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Hm Scaffolding India Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 S R Recruiter Private Limited ,"Madurai, Tamil Nadu, India",ACTIVE
 Panch Tatva Infracon Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Choice Utilities Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Rkgs Asset Management Private Limited ,"North West Delhi, Delhi, India",ACTIVE
