Company Name,Address,Status
 Atmaparichaya Research And Development Private Limited ,"Ganjam, Odisha, India",ACTIVE
 Zestfires Farmer Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Nightfox Marketing (Opc) Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Jyonika Software Services Private Limited ,"Chittoor, Andhra Pradesh, India",ACTIVE
 Ltv Star Private Limited ,"Gumla, Jharkhand, India",ACTIVE
 Oz Cognos Global Experts Private Limited ,"Haridwar, Uttarakhand, India",ACTIVE
 Frontmedia Federation ,"Chennai, Tamil Nadu, India",ACTIVE
 Neurasemi Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Sanjivica Natural Private Limited ,"Rajkot, Gujarat, India",ACTIVE
 Emerald Zen Export India Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Kalimata Skyscrapers And Agency Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Mahamira Innovations (Opc) Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Priya Totala (Opc) Private Limited ,"Kolhapur, Maharashtra, India",ACTIVE
 Stej Organic Dairy Arena Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Oorja Aashram Foundation ,"Ratnagiri, Maharashtra, India",ACTIVE
 Edgewall Homes Private Limited ,"Udham Singh Nagar, Uttarakhand, India",ACTIVE
 Vrbijlee Box Private Limited ,"Raigarh, Maharashtra, India",ACTIVE
 Greenharbor Farmer Producer Company Limited ,"Gorakhpur, Uttar Pradesh, India",ACTIVE
 Scientific Infraprojects Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Ravulas Lyf Diagnostics Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Amaravati Services And Supply Private Limited ,"Allahabad, Uttar Pradesh, India",ACTIVE
 Apia Technologies Private Limited ,"Pulwama, Jammu & Kashmir, India",ACTIVE
 Sareelarathkrishak Producer Company Limited ,"Hamirpur, Uttar Pradesh, India",ACTIVE
 Chandrayaan Natural Stones (India) Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Sun Hotel And Holidays Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Succeed Accounting And Tax Solutions Private Limited ,"Madurai, Tamil Nadu, India",ACTIVE
 Cleantax Facility Services Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Taapaz Fusion Private Limited ,"Indore, Madhya Pradesh, India",ACTIVE
 Vanbio Lifesciences Limited ,"Panchkula, Haryana, India",ACTIVE
 Keynes Supply Chain Solutions Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Premanand Textiles Private Limited ,"South Delhi, Delhi, India",ACTIVE
 L&R Emoinu Private Limited ,"Imphal East, Manipur, India",ACTIVE
 Quexti Ventures Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Telangana Rubberindustries Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Lalita Marine Engineering Private Limited ,"South 24 Parganas, West Bengal, India",ACTIVE
 Ban Consumer Private Limited ,"Rajkot, Gujarat, India",ACTIVE
 Thira Sustainable Private Limited ,"Thiruvananthapuram, Kerala, India",ACTIVE
 Potential Infraspace Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Heer Tara Asian Pharmaceuticals Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Ram Ffmc Consulting Private Limited ,"Karnal, Haryana, India",ACTIVE
 Fathimapuram Farmers Producer Company Limited ,"Kottayam, Kerala, India",ACTIVE
 Durge Maa Infotech Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Olkyo Private Limited ,"Rajsamand, Rajasthan, India",ACTIVE
 Finsyss Technology Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Fields Of Gold Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Wudsmogreyy Eernfrrost Wudaussie Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Noviya Homes Private Limited ,"Raigarh, Maharashtra, India",ACTIVE
 Blue Asian Exim Private Limited ,"Patna, Bihar, India",ACTIVE
 Finnz Investmart Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Krishiurvarak Private Limited ,"Khorda, Odisha, India",ACTIVE
 Kabri Mata Kishan Producer Company Limited ,"Banda, Uttar Pradesh, India",ACTIVE
 Zarab Trade Private Limited ,"Dharwad, Karnataka, India",ACTIVE
 Vishwavyaapy Jain Forum ,"Jind, Haryana, India",ACTIVE
 Kadam Kusalkkar Educational Foundation ,"Pune, Maharashtra, India",ACTIVE
 S.P.Builder & Promoter Private Limited ,"Ludhiana, Punjab, India",ACTIVE
 Harneer Aquatech Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Jv Trade Nexus Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Essbros Developments Private Limited ,"Amritsar, Punjab, India",ACTIVE
 Prime Sepal Lifescience (Opc) Private Limited ,"Haridwar, Uttarakhand, India",ACTIVE
 Global Esg Solutions Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Thennarkadu Fed Farmers Producer Company Limited ,"Cuddalore, Tamil Nadu, India",ACTIVE
 Supernex Private Limited ,"Medak, Telangana, India",ACTIVE
 Invertis Innovation And Incubation Foundation ,"Pilibhit, Uttar Pradesh, India",ACTIVE
 Deb & Roop Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Agape Shipping And Logistics Private Limited ,"Nagpur, Maharashtra, India",ACTIVE
 Supplyfast Workforce Solutions Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Hinkley Lighting Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Fourtheye Apparel Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Glabella Fount Technologies Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Silkocean Global Export Private Limited ,"Kota, Rajasthan, India",ACTIVE
 Zorida Stores (Opc) Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Mornaraj Kashtkari Shramik Kamgar Association ,"Sangli, Maharashtra, India",ACTIVE
 Hsmr Consultants Private Limited ,"Jyotiba Phule Nagar, Uttar Pradesh, India",ACTIVE
 Bharath Bhoomi Traders Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Lefroy Edutech Private Limited ,"Amritsar, Punjab, India",ACTIVE
 Chronox Ai Private Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Avnita Investments Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Goldi Gold Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Gvone Holidays And Events Private Limited ,"Rupnagar, Punjab, India",ACTIVE
 Dsv Metals And Engineering Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Navkarsmriti Precious Stones Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Om Sai Travels India Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Growth Monk Digital Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 J.N.A. Enterprises (Opc) Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Envirowings Foundation ,"Dhule, Maharashtra, India",ACTIVE
 Rkshaikh Motors Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Vellage Pay Technologies Private Limited ,"West Midnapore, West Bengal, India",ACTIVE
 Optizen Services Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Dykhind Naturals Globe-Exim Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Bh Wama Advertising And Techno Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Shree Krishnaprasad Agro Private Limited ,"Udupi, Karnataka, India",ACTIVE
 Sofi Amin Builders And Contractors Private Limited ,"Baramulla, Jammu & Kashmir, India",ACTIVE
 Mehulpro Tech India Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Nain Construction & Power Private Limited ,"Sirsa, Haryana, India",ACTIVE
 Jai Salasar Tech Steel Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Monocratic Corporateum Ventures (Opc) Private Limited ,"East Singhbhum, Jharkhand, India",ACTIVE
 Blockedge Innovations Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Kvs3 Super Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Krtrimaiq Cognitive Solutions Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Plactive Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Gallus Poultry Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Primo Gnb Innovative Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Aviral Equipments And Resources Private Limited ,"Aurangabad, Maharashtra, India",ACTIVE
 Sga Foodzest Spice Productions Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Innercalm Venture (Opc) Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Creativeland Studios Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Kradus Hospitality Private Limited ,"Central Delhi, Delhi, India",ACTIVE
 Signyards Innovation Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Cherika Construction Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Jagannath Home Developers Private Limited ,"Ganganagar, Rajasthan, India",ACTIVE
 Monnis Concepts Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Argade Bandhu Green Limited ,"Pune, Maharashtra, India",ACTIVE
 Srihansh Engineering And Casting Private Limited ,"Durg, Chattisgarh, India",ACTIVE
 Sirsha Wellness Private Limited ,"Sangli, Maharashtra, India",ACTIVE
 Vishvin Pharmaceutical Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Zeyame Software & Instrument (Opc) Private Limited ,"Dakshina Kannada, Karnataka, India",ACTIVE
 Hexavalent Private Limited ,"Ludhiana, Punjab, India",ACTIVE
 Mmjcp Buildcon Private Limited ,"Darbhanga, Bihar, India",ACTIVE
 Anamya Hospitality Private Limited ,"Amritsar, Punjab, India",ACTIVE
 Zolo Associates Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Static Auto Care Services Private Limited ,"Kanpur Nagar, Uttar Pradesh, India",ACTIVE
 Mandremm Fresca Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Shake Hands Events Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Prajasetu Foundation ,"Chennai, Tamil Nadu, India",ACTIVE
 Ambasan Farmer Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Rudram Toys Private Limited ,"Gautam Buddha Nagar, Uttar Pradesh, India",ACTIVE
 Teq Green Power Xxii Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Vijaya Nandan Infra Developers And Constructions Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Rockmark Systems Private Limited ,"New Delhi, Delhi, India",ACTIVE
 Hnb International Exports And Imports Private Limited ,"Bagalkot, Karnataka, India",ACTIVE
 Shivsurya Agro Producer Company Limited ,"Solapur, Maharashtra, India",ACTIVE
 Orca Marian Private Limited ,"South Andaman, Andaman & Nicobar Islands, India",ACTIVE
 Winitech Nets Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Coconut Filaments Private Limited ,"Surat, Gujarat, India",ACTIVE
 Aods Enterprises Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Boltideas Appliances Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Anjan Mining Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Lifelicious Eateries Private Limited ,"Visakhapatnam, Andhra Pradesh, India",ACTIVE
 Avidane Hotels Private Limited ,"Pondicherry, Pondicherry, India",ACTIVE
 Jivani Developers Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Rudransh Welfare Foundation ,"Faridabad, Haryana, India",ACTIVE
 Kamalam Green Energy Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Typ Properties Private Limited ,"Gautam Buddha Nagar, Uttar Pradesh, India",ACTIVE
 Barkery Foods Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Bharat Ge Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Videha Merchants (Opc) Private Limited ,"Howrah, West Bengal, India",ACTIVE
 Shivam Integrated (Opc) Private Limited ,"Ratnagiri, Maharashtra, India",ACTIVE
 Aviaster (Opc) Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Andaman Delight Infrastructure Private Limited ,"South Andaman, Andaman & Nicobar Islands, India",ACTIVE
 Singhtek Ventures Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Hagava Services (Opc) Private Limited ,"Nalgonda, Telangana, India",ACTIVE
 Shreemad Super E-Commerce Private Limited ,"Surat, Gujarat, India",ACTIVE
 Perfect Metal Engineering Private Limited ,"Satara, Maharashtra, India",ACTIVE
 Millions Gate Technologies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Uniquik Fasteners Private Limited ,"Rohtak, Haryana, India",ACTIVE
 Rudramata Retail Private Limited ,"Dehradun, Uttarakhand, India",ACTIVE
 Danta Sports Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Hyate Rmc Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Prosperiq Health Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Cannan Bakers And Confectioners (Opc) Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Ceyone Safety Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Valdeep Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Al Bio Plant Private Limited ,"Pudukkottai, Tamil Nadu, India",ACTIVE
 Allycon Solution Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Kasotiyaa Foundation ,"Udaipur, Rajasthan, India",ACTIVE
 Jumbo Jobtech Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Aryavart Jan Kalyan Foundation ,"Gurgaon, Haryana, India",ACTIVE
 Greentech Ai Mobility Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Polycity Industries Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Screenfirst Productions Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Shahlaska Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Enaheal Solutions Private Limited ,"West Midnapore, West Bengal, India",ACTIVE
 Jay Lakhma Dmlt & Paramedical College Private Limited ,"Washim, Maharashtra, India",ACTIVE
 Rofyt Technologies Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Vasper Global Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Meoshin Technologies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Atyasecure Software Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Seamax Trading Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Auden Kubera Energy Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Reheb Biotech Private Limited ,"Jaipur, Rajasthan, India",ACTIVE
 D. Raj Fab India Private Limited ,"Surat, Gujarat, India",ACTIVE
 Asd Taskwinners Private Limited ,"Chennai, Tamil Nadu, India",ACTIVE
 Onezed Fintech Ifsc Private Limited ,"Gandhi Nagar, Gujarat, India",ACTIVE
 Katico Tech Private Limited ,"Meerut, Uttar Pradesh, India",ACTIVE
 Logione Supply Chain Solutions (Opc) Private Limited ,"Raigarh, Maharashtra, India",ACTIVE
 Dreamleague Innovations Private Limited ,"Indore, Madhya Pradesh, India",ACTIVE
 Solarbase Luxeon Private Limited ,"Kozhikode, Kerala, India",ACTIVE
 Vasudha Silver Jewellery Private Limited ,"K.V.Rangareddy, Telangana, India",ACTIVE
 Aag Exim Private Limited ,"Gautam Buddha Nagar, Uttar Pradesh, India",ACTIVE
 Newcon Venture Private Limited ,"Tirunelveli, Tamil Nadu, India",ACTIVE
 Candlesbykash Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Mhchmukul Health Care Hub Private Limited ,"Faridabad, Haryana, India",ACTIVE
 Re-Arth Consultancy Services Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Ekaive Global Services Private Limited ,"New Delhi, Delhi, India",ACTIVE
 Martand Alloys And Mixture Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Ayuhitam Pharma Research Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Digialign Business Services Private Limited ,"Vadodara, Gujarat, India",ACTIVE
 Jijivisha Hr Solutions Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Eko Power Ev Private Limited ,"Panipat, Haryana, India",ACTIVE
 Apsara Geo Mines And Minerals Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Ajeenkya Comfort Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Anuuradhaa Farmer Producer Company Limited ,"Mahoba, Uttar Pradesh, India",ACTIVE
 Bhavishya Stone Private Limited ,"Bhopal, Madhya Pradesh, India",ACTIVE
 Renew J Software Solution Private Limited ,"Murshidabad, West Bengal, India",ACTIVE
 Janta Tripoventure Private Limited ,"Patna, Bihar, India",ACTIVE
 Thirumalaisamy Shipping And Logistics India Private Limited ,"Tiruvallur, Tamil Nadu, India",ACTIVE
 Redserverhost Private Limited ,"Allahabad, Uttar Pradesh, India",ACTIVE
 Vg Spark Education Private Limited ,"Alappuzha, Kerala, India",ACTIVE
 Blue Revolution Agro Producer Company Limited ,"Bulandshahr, Uttar Pradesh, India",ACTIVE
 Dethri Foundation ,"Pune, Maharashtra, India",ACTIVE
 Zanskar Tech Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Vigyan Infoventures (Opc) Private Limited ,"Pathanamthitta, Kerala, India",ACTIVE
 Aurostack Technologies Private Limited ,"Pondicherry, Pondicherry, India",ACTIVE
 Bekkary Natural Farms Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Sidewalk Brew Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Bluescape Innovate Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Fnp Care Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Zagya Export Private Limited ,"Bargarh, Odisha, India",ACTIVE
 Brahmaputra Green Energy Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Tambrong Asomi Mahila Farmers Producer Company Limited ,"Kamrup, Assam, India",ACTIVE
 Brizz Fresh Private Limited ,"Coimbatore, Tamil Nadu, India",ACTIVE
 Shikha Learning Labs Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Eshaghar Farm Gate Farmers Producer Company Limited ,"Ashok Nagar, Madhya Pradesh, India",ACTIVE
 Advita Shreyash Agro Producer Company Limited ,"Ahmed Nagar, Maharashtra, India",ACTIVE
 Springwell Pharma Private Limited ,"Aurangabad, Maharashtra, India",ACTIVE
 Bulga Portare Capital Private Limited ,"East Delhi, Delhi, India",ACTIVE
 Blue Morpho Global Trade Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Travibe Ai Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Cord Craft Retail Private Limited ,"Surat, Gujarat, India",ACTIVE
 Quadrillion Technologies Private Limited ,"Nashik, Maharashtra, India",ACTIVE
 Rementus Infotech Solutions Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Lui Security Gate Technology Private Limited ,"Jammu, Jammu & Kashmir, India",ACTIVE
 A2v Concrete Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Athleet International Sports Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Shri Mg Krushikalyan Farmer Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Quality Craft Inspections Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Deekay Life Care Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Leemok Trading Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Sonman Constructions And Builders Private Limited ,"Ananthnag, Jammu & Kashmir, India",ACTIVE
 Afzal Bin Hikmat Travels Manpower Consultant Private Limited ,"Gorakhpur, Uttar Pradesh, India",ACTIVE
 Hesbox Private Limited ,"Kottayam, Kerala, India",ACTIVE
 Cinaris Edutech Private Limited ,"Chikkaballapur, Karnataka, India",ACTIVE
 Dars Business Creations India Federation ,"Ranchi, Jharkhand, India",ACTIVE
 Triyambakam Infra Buildcon Private Limited ,"Lucknow, Uttar Pradesh, India",ACTIVE
 Rushank Confra India Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Vitd Natures Nest (Opc) Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Capitalsquare Investment Manager Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Gutlife Gastro Care Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Surnam Agro Industries Private Limited ,"Khorda, Odisha, India",ACTIVE
 Rvs Softek Solutions Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Gargi Energy Private Limited ,"Hathras, Uttar Pradesh, India",ACTIVE
 Shaktihastha Exim (Opc) Private Limited ,"Visakhapatnam, Andhra Pradesh, India",ACTIVE
 Somaina Asomi Mahila Farmers Producer Company Limited ,"Sonitpur, Assam, India",ACTIVE
 Arsun Maritime Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Ganga Builders & Developers Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Thriveforce Private Limited ,"Gautam Buddha Nagar, Uttar Pradesh, India",ACTIVE
 North South Films Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Gallium Steel Industries Limited ,"Jaipur, Rajasthan, India",ACTIVE
 Geniasestate Infra & Builders Private Limited ,"Moradabad, Uttar Pradesh, India",ACTIVE
 Aurasol Renewables Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 N2 Biz Apps Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Sunverse Renewables Private Limited ,"South 24 Parganas, West Bengal, India",ACTIVE
 Llika Foods And Hospitality Private Limited ,"Udaipur, Rajasthan, India",ACTIVE
 Akg Incubator Foundation ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Nivie Industries Private Limited ,"Khagaria, Bihar, India",ACTIVE
 Day2day Scrap Private Limited ,"Krishnagiri, Tamil Nadu, India",ACTIVE
 Rajang Infra Private Limited ,"Gurgaon, Haryana, India",ACTIVE
 Humanity Progressive Hands Foundation ,"Bokaro, Jharkhand, India",ACTIVE
 Sapre Foods Private Limited ,"Thane, Maharashtra, India",ACTIVE
 Omnihealth Innovations Private Limited ,"South 24 Parganas, West Bengal, India",ACTIVE
 Ch Finceptive Solutions Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Fast Credit Deal Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Enigma Therapeutics India Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Frienchtech It Solutions Private Limited ,"Bhopal, Madhya Pradesh, India",ACTIVE
 Rapid Realtech Private Limited ,"Hisar, Haryana, India",ACTIVE
 Sadhyam International Manufacturing & Impex Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Sareh Beverages Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Asare Mahila Kisan Producer Company Limited ,"Chickmagalur, Karnataka, India",ACTIVE
 Disha24 Citycolonieser Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Veda Medsys Private Limited ,"Pune, Maharashtra, India",ACTIVE
 Pvk Infotech Private Limited ,"Warangal, Telangana, India",ACTIVE
 Aiml Polestar Private Limited ,"Khorda, Odisha, India",ACTIVE
 Ashish Welfare Foundation ,"Jalandhar, Punjab, India",ACTIVE
 Evlognmart Private Limited ,"Ernakulam, Kerala, India",ACTIVE
 Jyonit Technologies India Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Aziz Buildmart Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Ecosphere Lab Innovations Private Limited ,"North West Delhi, Delhi, India",ACTIVE
 Hope Printpack Private Limited ,"Indore, Madhya Pradesh, India",ACTIVE
 Hrishivgames Private Limited ,"Surat, Gujarat, India",ACTIVE
 Droocle Design Private Limited ,"Ghaziabad, Uttar Pradesh, India",ACTIVE
 Techielabs Innovation Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Adonai Construction Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Varran Business Supplies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Hpmp Manufacturers Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Teerna Technologies Private Limited ,"Hyderabad, Telangana, India",ACTIVE
 Airtronics Enterprise Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Suswara Nirman Private Limited ,"West Godavari, Andhra Pradesh, India",ACTIVE
 Bestnox Pharmaceutical (Opc) Private Limited ,"Varanasi, Uttar Pradesh, India",ACTIVE
 Wagh Bio- Energy & Agro Allied Industries Private Limited ,"Osmanabad, Maharashtra, India",ACTIVE
 Stirlabs Hospitality Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Chitchat Fm Technologies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Aryavrat Skill Foundation ,"North West Delhi, Delhi, India",ACTIVE
 Poombuhar Wind Park Private Limited ,"Kanchipuram, Tamil Nadu, India",ACTIVE
 Livikara Innovation Private Limited ,"Dehradun, Uttarakhand, India",ACTIVE
 Upscale Divine Private Limited ,"Surat, Gujarat, India",ACTIVE
 Extremus Safety Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Nplus Labs Bharat Private Limited ,"Krishna, Andhra Pradesh, India",ACTIVE
 Dhandharia Ferro Alloys Private Limited ,"Kolkata, West Bengal, India",ACTIVE
 Mohit Pratap Constructions Private Limited ,"Gwalior, Madhya Pradesh, India",ACTIVE
 Pmr Welfare Foundation ,"Patna, Bihar, India",ACTIVE
 Bytevista Educonsulting Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Acetech Analytical Lab (Opc) Private Limited ,"Raipur, Chattisgarh, India",ACTIVE
 Legacy Custodians Private Limited ,"Mumbai, Maharashtra, India",ACTIVE
 Daily Need Agri Solution Private Limited ,"Ujjain, Madhya Pradesh, India",ACTIVE
 Aditya Capital & Financial Services Private Limited ,"Bikaner, Rajasthan, India",ACTIVE
 Macdron Tech Solutions Private Limited ,"Kendujhar, Odisha, India",ACTIVE
 Laxmi Ramachandra Infrastructure Private Limited ,"Krishna, Andhra Pradesh, India",ACTIVE
 Ip Argus Eye India Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Sahyadricharaja Farmer Producer Company Limited ,"Nashik, Maharashtra, India",ACTIVE
 Prayash Creative Spaces Private Limited ,"North 24 Parganas, West Bengal, India",ACTIVE
 Vishaljeet Private Limited ,"Pakur, Jharkhand, India",ACTIVE
 Riditstack Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Ecosynx Innovation Private Limited ,"Panipat, Haryana, India",ACTIVE
 Flightsingh Holidays India Private Limited ,"South Delhi, Delhi, India",ACTIVE
 Lbm Enterprises Private Limited ,"Bangalore Rural, Karnataka, India",ACTIVE
 Pashupati Immigration Private Limited ,"Chandigarh, Chandigarh, India",ACTIVE
 Sangvipatoda Agro Farmers Producer Company Limited ,"Beed, Maharashtra, India",ACTIVE
 Speedcubers India (Opc) Private Limited ,"Vellore, Tamil Nadu, India",ACTIVE
 Mvrv Agrofoods Processing Private Limited ,"West Delhi, Delhi, India",ACTIVE
 Webtuks It Solutions Private Limited ,"Chandigarh, Chandigarh, India",ACTIVE
 Elite Ice Cubes Private Limited ,"South Goa, Goa, India",ACTIVE
 Neucure Pharmaceuticals Private Limited ,"Ahmedabad, Gujarat, India",ACTIVE
 Medi Global Care Private Limited ,"South West Delhi, Delhi, India",ACTIVE
 Smartkanva Technologies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
 Serendib Labs Technologies Private Limited ,"Bangalore, Karnataka, India",ACTIVE
